,opinion,rates
715,"Buen restaurante de comida criolla con el toque personal del cheff Gastón Acurio. Siempre que he ido me han sorprendido con platos deliciosos y cantidades bien servidas.",40
716,"Buen lugar para comer o tomar unos tragos con piqueo. Tiene buen ambiente, como todos los locales que hay en larcomar.
Al ser una cadena le quita un poco de encanto.",40
717,"Buena relación calidad y precio, platos generosos y abundantes muy ricos. Los postre podrían mejorar, no están a la altura de la comida.",40
718,"Visitamos Larcomar un centro comercial muy lindo y definitivamente este es uno de los restaurantes mas llamativos, tiene una gran vitrina de postres espectacular para los amantes de lo dulce!! cenamos de entrada unas bocas tipo bisteck a lo pobre muy lindas su presentación y... ;""Más",50
719,"Me encanta el pastel de choclo, altamente recomendable, asì como los platos de fondo, una carta variada para todos los gustos.",40
720,"Llegamos luego de una horrible experiencia en mangos y valio la pena, tragos buenisimos, comida increible y mejor servicio aun.",50
721,"Mi hijo nos invito a cenar a mi mama y a mi , primera vez  que iba  a un restaurante  TANTA,  me habian hablado mucho de el  . Gaston Acurio es un genio de haber echo que nuestra comida peruana  sea conocida internacionalmente.

No se... ;""Más",50
722,"El restaurant Tanta ubicado en Larcomar cuenta con una hermosa vista al mar y la tradicional carta. Estoy seguro es un lugar que a todo turista gustará el visitar.",50
723,"Los mejores ingredientes para recrear la comida tradicional criolla. Deliciosa comida, bebidas y postres en una presentación sofisticada",50
724,"No super barato, me parece que los precios son acordes a la comida que sirven. Lo recomiendo al 100%. Muy rico todo. Mi familia y yo siempre disfrutamos comiendo ahí.",50
725,"Buena atención, una carta variada y excelente comida en un ambiente acogedor y familiar, lo puedes visitar en grupo de amigos.",40
726,"Nunca me decepcionan, platos como el gran combinado, los tallarines con apanado son muy buenos. Además que hay en varios puntos de lima.",40
727,"La verdad que me parece que la calidad ha bajado un poco en cuanto a las preparaciones.
Pedi un plato , pero quede insatisfecha. La temperatura no era la adecuado y el sabor no estaba agradable.
Lo que si recomiendo son los tamalitos verdes y... ;""Más",30
728,"Ubicado en un increíble shopping con una gran vista al mar, Tanta es un excelente Restaurant para compartir platos bien peruanos. Desde el Aji de Gallina hasta los montaditos es todo recomendable. También los postres son increíbles al igual que lo tragos.",50
729,"Es muy buen lugar para comer dentro de lo que es la gastronomia peruana.  De ambiente relajado, no se necesita reserva como la mayoria de restaurantes buenos ya que es un estilo bistro.  Otra ventaja es que hay varios restaurantes Tanta alrededor de Lima.  Recomiendo... ;""Más",40
730,"Dentro de la gran variedad de restaurantes en Lima, el TANTA entrega buenos platos, tienen una buena variedad de preparaciones típicas y una buena carta de tragos.",40
731,"fue el mejor lugar donde pude encontrat buena gastronomia de peru de forma amena y en un ambiente familiar y de relax. tiene una carta de comida fusion entre peruana e italiana y sus combinaciones de jugos son una maravilla!",50
732,"Muy buen restaurante, con comidas criollas, bebidas deliciosas.

La vida tan bien es buena, lo malo que tienen pocos platos a escoger.

Falta variedad.",50
733,"Es una buena opción para conocer los platos típicos peruanos, variado de comida criolla Gourmet a precios razonables, vale lo que pagas",40
734,"El servicio y atención siempre es muy buena, las porciones son suficiente, muy buena variedad y  la calidad son deliciosa. El ambiente es agradable. Un lugar para comer  de forma casual.",40
735,"Antes era mucho mejor. Ahora es muy Comercial y la sazón no es la gran cosa. Debería mejorar. Su comida es muy grasosa.",20
736,"Un restaurante con una amplia carta de platos, tanto de entradas (piqueos) como de fondo, muy bien preparados y bien presentados. Recomendable.",50
737,"Tanta es una cadena de restaurantes buenísima,   lo he encontrado en otros países, de excelente calidad, el servicio es muy bueno en todos lados, la comida excelente, el menú es bien variado los precios están acorde a lo que se come ni más ni menos... ;""Más",50
738,"pedi el pastel de choclo y me vino calentado al microondas , igual cantidad no es sinonimo de calidad",20
739,"Lo mejor ahí es el lomo saltado, si quieren probar uno muy rico en Lima deben ir a Tanta de todas maneras.",50
740,"Nos gustó mucho el Tanta de Perù de hecho nos repetimos la visita ... probamos 2 platos cada uno (eramos 4 adultos) y todos muy buenos.",50
741,"Restaurant con las 4 ""B""..Bueno, Bonito, Barato y Bastante... Muy buena ubicación, cerca de los hoteles en Miraflores, Lima. Está a tres cuadras del hotel en que me alojo ""La Hacienda"", en la calle 28 de julio. Es un lugar tranquilo y seguro, se puede... ;""Más",50
742,"Variedad de comida para todos los gustos, servidos generosamente y con muy buen sabor. Totalmente recomendable para ir en familia. Tienes que probar su lomo saltado y sus propuestas de jugos.",40
743,"Fuimos a cenar con mi señora y si bien su comida es  muy rica en cuanto a su sabor su presentación es común y corriente.
No es lujoso y su calidad precio  la considero bien 
Lo recomiendo",30
744,"La comida muy buena, un buen ambiente buenos colaboradores. TODO   EXCELENTE!!

Los precios de acuerdo a lo que ofrecen",50
745,"Uno de mis restaurantes favoritos , la comida siempre bien servida delicioso lomo saltado en su punto y bueno ir con el novio seria lindo por la hermosa vista mejor si es de atardecer ! todo muy bueno",50
746,"Estuve en Tanta en Lancomar en varias oportunidades en mi visita a Lima y me encanto. Buena comida buenos tragos buen servicio y ni hablar de los postres. Se los recomiendo !!!",50
747,"Nos encantó este Tanta, por la vista al mar que tiene. Como siempre, la comida es rica, los mozos muy atentos y los precios son razonables. Nos encantaron los jugos y el pisco sour. Ah, y el detalle de traerle hojas para pintar y lápices... ;""Más",50
748,"muy buenos platos de entrada como platos de fondo, He probado el Lomo Saltado me parece muy bueno al igual que su Suprema de Pollo tipo Maryland, un lugar acogedor para ir con amigos, familia o pareja y comer un buen plato de comida con... ;""Más",50
749,"Realmente una de sus especalidaddes, preparan un buen lomo salytado, de calidad, y el pisco sour tanbien biemn, la atencion es buena y la ubicación para personas con vehículo un tantoo complicada porque es zona de alto transito, me refiero a este local, pues hay... ;""Más",40
750,"Me encanta comer aquí. Tiene un  personal super atento. La comida siempre mantiene el mismo estandar. Los jugos son muy buenos tambien. Yo siempre como el Super Combinado. Pruebenlo, les encantará.",40
751,"Con un atardecer de fondo, probé algo de la comida Peruana como fue el ceviche Mixto y una Sopa de Haba muy rico todo. Excelente sericicio y muy bonita vista a un precio regular. Ubicado en el Malecón de Miraflores",40
752,"todo es riquísimo las ensaladas los platos los postres los jugos el café el ambiente la atención todo es perfecto siempre fresco de buena calidad es para siempre volver",50
753,"Comida de muy buena calidad, porciones no muy grandes pero bien preparadas. La atención excelente. Los mozos muy amables e informados.",40
754,"Fui solo para cotejar si había mucha diferencia con los Tanta de Chile y la verdad es que no me lleve una sorpresa tan grata. Nada de otro mundo. En todo caso no es malo.",30
755,"Excelente cafetería, tienen varias por Lima, la de larcomar con excelentes vistas al Pacífico, el servicio es muy atento y la comida sin ser espectacular, cumple perfectamente para lo que es, un buen sitio para un jugo o café o una comida si pretensiones pero... ;""Más",40
756,"Comer es un placer en este lugar, pero más cuando se cuenta con una excepcional vista del Océano Pacífico y una chicha morada bien fría para recargarse después de un día agotador alrededor de Lima. 
Un sitio para no perderse y repetir...!",40
757,"El lomo saltado es muy sabroso, la atencion de primera y los cocteles muy bien hechos, la calidad es muy buena en todos sus locales",40
758,"restaurante de Larcomar que está bien ubicado y bien también para tapear. Excelente carta de cervezas !",40
759,"la comida es muy rica, me encantan sus jugos naturales ""individuales""... deben probar el plato Tacu Tacu a lo póbre... delicioso!!",40
760,"El restaurante está ubicado con una magnífica vista del océano Pacífico, lo cual lo hace un buen lugar para disfrutar de una comida.
Muy recomendado los cocteles, particularmente el chilcano en sus diferentes variedades.
El sabor de la comida hace pensar en una sazón muy... ;""Más",40
761,"Aunque el ambiente es algo ""frío"" ( quizás falta de luz ), la comida es exquisita y con el sello Acurio ( aunque probablemente es una franquicia ). Pudimos comparar platos iguales a los de Tanta Stgo., pero indudablemente las características de los condimentos empleados,... ;""Más",40
762,"vas a encontrar variedad en la carta, todo muy bueno y a buen precio. el menestron es buenazo al igual que su pastel de choclo y los tequeños de lomo saltado. el personal es muy amable
Hay varios locales, el mejor  es el de 28... ;""Más",40
763,"Este restaurante es uno mas de los tocados por el rey midas Gaston Acurio, es de un estilo urbano interesante que van desde tener ""sangucheria"" hasta platillos mas elaborados, peruanos y de comida fusion, hay varios distribuidos por la ciudad, por lo tanto si ya... ;""Más",40
764,"Voy a menudo al restaurante Tanta de Madrid, que es muy trendy y sirve una excelente comida peruana.Cenamos mi mujer y yo , ya que nos quedaba muy cerca del Hotel Belmond Miraflores Park , donde estábamos alojados.
Es una especie de cafe-restaurante que tiene... ;""Más",30
765,"Extraordinario restaurante para degustar lo mas rico de la comida peruana, con hermosa vista al mar. Imperdible el suspiro Limeño y las famosas Salchipapas.",50
766,"Una muy buena opción si quieres probar algo diferente. Los tequeños rellenos de arroz con pollo y aji de gallina son excelentes. Las bebidas muy ricas. Recomendable.",40
767,"Cafeteria, restaurante deliciosa comida peruana fusion. Tiene varios locales en diferentes distritos de Lima, incluido el aeropuerto",50
768,"He ido en varias oportunidades a los locales de San Isidro y Miraflores y siempre he salido muy satisfecha por esos sabores que son una fiesta para el paladar.
La creatividad que tienen para combinar los ingredientes,  la presentación de los platos son admirables.
La... ;""Más",40
769,"Muy buena la comida, precios razonables y excelente atención. El ceviche lo recomiendo mucho. También el lomo saltado y los tallarines con lomo son excelente . Esta cadena de restaurantes une la comida fusión y el buen gusto. En los mejores malls de Lima  están:... ;""Más",50
770,"Situado en el curioso Larcomar, puedes optar por el comedor o la terraza. Está siempre hasta arriba pero no tienes que esperar demasiado, las recepcionistas se manejan muy bien. La atención, superlativa como casi siempre en Perú. La comida, a la altura de la fama... ;""Más",50
771,"Pésimo  el servicio, cuando llegamos estuvimos 10 minutos sentados y los mozos pasaban por al lado y ni hola... Después de pedir que nos traigan el menú lo hicieron pero la noche fue una sucesión de esperas para todo.
La comida estaba rica, pero en... ;""Más",20
772,"Esta ubicado en el centro comercial Larcomar y tiene muy buenas vistas de la costa. La comida es sabrosa y preparada en su punto de temperatura y coccion, la atencion es muy esmerada y personalizada. Lo recomiendo tanto para almuerzo como cena.",50
773,"Excelente lugar para comer la comida más rica del mundo, la peruana!!! ... buena relación precio - calidad. La atención es rápida y la vista espectacular.
Si pasas por Lima no dejes de ir a TANTA no te vas a arrepentir.",50
774,"Fue el primer restaurante que visité durante mi estadía en Lima. La Causa y el Quinoa Airport estaban espectaculares! Lo que sí me decepcionó un poco fue el Ají de Gallina. No lo recomiendo mucho. Chilcanos: deliciosos!",40
775,"Nos encantaron todas las opciones con mariscos, el ceviche es increíble y los jugos naturales una delicia!!",50
776,"La comida de Tanta es espectacular!!!! un lugar muy agradable, tipica peruana, hay que probar varios platos acompañados de un buen pisco! cuando pides el postre llegan con en un carrito con todos para que te antojes! deliciosos!
Recomiendo el pastel de chocolo con carne,... ;""Más",50
777,"Local con excelentes vistas al mar. Cocina peruana promovido por el famoso chef Gaston Acurio. Sitio de confianza para probar la cocina local. Todos los platos estaban muy buenos",40
778,"En tanta siempre se come muy bien, el de Larcomar es ideal para turistas que pasean por el centro comercial o para las familias que van a pasear o van despues o antes del cine.",50
779,"La atención fue súper buena, respetaron el turno de espera. Yo pedí un asado que estaba muy rico pero mi amigo pidió unos tallarines y estaban fríos!! le pidió al mozo que los calentara y seguían fríos! los tuvo que comer así. 

los tragos y... ;""Más",30
780,"Es difícil visitar Lima sin acercarse al centro comercial Larcomar, y si además lo haces a la hora de comer, el restaurante Tanta es una de las mejores opciones si lo que quieres es probar comida típica peruana.

El sitio siempre está muy concurrido, con... ;""Más",40
781,"Siempre encuentro buena comida, bien hecha y bien servida, a cualquier hora. Hay de todo un poco y para todos los gustos. La atención excelente y en o que a mi respecta la ubicación es muy buena. Recomiendo siempre este restaurant y regreso con agrado... ;""Más",40
782,"El equipo de meseros es muy alegre y amable.
Sus recomendaciones de los platos certeras y muy buenas.
Escogimos una serie de piqueos en vez de platos de fondo que tenian un tamaño sorprendente y que nos dejaron muy satisfechos.
Recomiendo el pincho de corazon... ;""Más",50
783,"Fui con mi mamá a comer algo y primero nos trajeron mal el pedido, luego se demoraron demasiado en corregir el error y tuvieron una mala actitud con mi mamá.",10
784,"Buena comida criolla y la atención excelente, Comí un lomo a lo pobre y mi esposa un ají de gallina. Como para repetir.",40
785,"Buena opción de comida en el barrio de Miraflores. El sitio es simple y la comida de buena calidad. Sin mayores atractivos, pero todo impecable. Los piqueos son una excelente opción.",40
786,"estuve toda una semana almorzando en este restaurant por motivos de capacitación, cada dia teníamos una variedad de platos muy buenos, el local es bonito un tanto chico pero con buena capacidad, hay que ir temprano si quieren almorzar bien.
recomendable",50
787,"Muy bueno, la comida no me pareció fuera de lo común, pero la atención y el servicio son muy buenos.",40
788,"Restaurant resto bar como quieras llamarlo esta muy bueno porque ofrece una de las mejores vistas de Lima.La comida esta muy bien acorde al lugar",40
789,"Estuve en Lima y lo visité 2 días. Buenos precios y gran calidad y variedad de platos. Probé Ají de gallina, Tacu Tacu a lo pobre, Lomo Salteado y Causa Limeña. Todo delicioso.",50
790,"Tienen platos típicos peruanos más refinados pero conservando la esencia de cada plato. Recomiendo el tiradito y los anticuchos!",50
791,"Platos exquisitos con gran sabor peruano y de diversa índole, gran ambiente acogedor , música y atención de lo mejor.",50
792,"Lo que más me gusta del Tanta es el lomo saltado y las combinaciones de los delicioso jugos que sirven.",50
793,"El lugar es muy prolijo, la atención es buena la comida ea agradable, muy bien presentada y sobretodo variada.",50
794,"Aquí e venido Muchas veces    y a sus diversos lugares en el.pais playa que se volvió cadena pero me quedo con sus jugos sus postres son muy azucarados lo cual me hacen recordar las horas que tendré que ejercitar mi.cuerpo o matarme de hambre ....... ;""Más",30
795,"Me encanta! Hay de todo. Las porciones son buenas. Los jugos son delis. Lo unico que cambiaria en realidad son sus postres. No me encantan.",40
796,"Realmente una  de las cosas que más me gusta del Tanta son sus jugos, muy buenos y las combinaciones bastante creativas. Me gusta !",40
797,"La comida estuvo bien, nada fuera de lo extraordinario, comida peruana buena, presentada de forma vistosa. Bastante satisfactoria.",30
798,"Comida peruana con el toque de Gaston. Muy buenos cócteles . Entradas ricas y muy originales. Menú muy variado y ambiente casual.",40
799,"Nuevo local de la cadena del cocinero Gastón Acurio que ofrece tipica comida peruana. Correcto a precio razonable aunque he comido mejor en el Tanta de Barcelona. El pisco sour mejor aqui.",40
800,"Me decepciono el restaurant ,pensando que seria  mejor su comida y servicio.pedi un plato de atun a punto y me trajeron algo recocido que no era atun....reclame me cambiaron el plato y... Me trajeron un atun Super cocido  .....no  me lo pude comer..... Las mesas... ;""Más",20
801,"Platos Criollos A1, el lomo saltado mi principal recomendación. Los chilcano son muy buenos para acompañar las comidas.",40
802,"La mayoría de sus locales son comodos, el de Larco Mar tiene una vista espectacular del sunset en verano. En el almuerzo cuentan con platos para todos los gustos. Les sugiero el menestrón.",40
803,"En el centro comercial de Larcoman, el Tanta es una muy buena opción, con sus tipicos chevices y piqueos, además de servir un muy buen pisco sour.",50
804,"una  exelente  opcion  para  salir  de  apuro o  comer  sin  alejarte  de donde  te  encuentres.
Comida  variada  ,  en  Lima nos  fue  muy  bien, en  el  de  Guayaquil  muy  mal (no  tenia  la  misma  calidad) !!!!",40
805,"Nueva visita nueva satisfacción.
Almorzamos aquí con unos jugos naturales muy buenos, comimos papas huancainas muy buenas para luego pedís causas. 
Precios muy buenos como así su atención.
Buen WiFi.",50
806,"Es una obligación probar los tequeños.
Los sándwiches son también excelentes , lo mismo con las tortas
..........
....",50
807,"Excelente opción, comida servicio y comodidad muy buenos pedir desde una salchipapa hasta un plato de mini tacu tacu que vienen con tu huevito de codorniz frito es delicioso. No es nada caro para lo que recibes a cambio y a veces debes esperar turno... ;""Más",40
808,"El lomo saltado es uno de los mejores de la ciudad
postres y jugos naturales con combinaciones con frutas exóticas son naturales y deliciosos
muy acogedor el ambiente pero difícil estacionarse pq no hay muchas plazas libres",30
809,"La verdad en un principio estaba muy escéptico por que fui dos veces y el tiempo de espera me alarmo, tuve la oportunidad en mi tercer intento de poder ingresar y debo decirlo que es el mejor Lomo Saltado que me he comido",50
810,"He tenido la oportunidad de visitar Tanta en varias oportunidades y diferentes distritos de Lima… algunos de sus platillo son muy buenos…. las bebidas y cocktails regulares.",30
811,"Es para cualquier ocasión. Puede ser para tomar un café o un jugo. O también el mejor lomo saltado, en mi opinión. El pastel de choclo es delicioso. Voy muy seguido, y cuando viajamos a Arequipa también!",50
812,"Esta ubicado en Larcomar en un lugar muy lindo. La comida es muy rica y podes encontrar los platos típicos de Peru.",50
813,"Buena ubicación y la comida muy buena. Pedí una mezcla de platos que no está en la carta y valió la pena. Tacu tacu con lomito....pídanlo por favor!!",40
814,"Tiene una variedad limitada pero de buenas opciones, muy util para un almuerzo, lonche, o piqueos. Su lomo saltado es recomendable, su fondue criollo de quesos andinos era muy bueno, tb recomiendo mucho su pastel de choclos. Y las tapas o montaditos son recomendables. El... ;""Más",30
815,"La comida es muy rica. Lo malo es que hay mucha gente, había lista de espera para comer en mesa por lo que tuvimos que acabar comiendo en la barra.",40
816,"Me pareció un restaurante muy rico, preparan un aguadito de quínua buenazo! Me gusto mucho, el único problema es que había mucha gente y no se podía conversar.",40
817,"es un excelente lugar! primer  almuerzo en Lima, platos super sabrosos, excelente atencion y bien ambiente.",50
818,"Buena ubicación, con locales en Larcomar y 28 de Julio, en Miraflores. El local de larcomar tiene muy buena vista, si se consiguen las mesas adecuadas. El café, jugos, empanadas y pastelería son muy buenos. La comida también es de buena calidad, pero nada fuera... ;""Más",40
819,"El un restaurante de comidas rápidas y de precio bajo. El nombre de gaston acurio lo mantiene. Comida con pretensiones y mucha papay arroz para los hambrientos.",40
820,"Fuimos al Tanta de
Larcomar varia veces, solos y con amigos peruanos. Eso da una pauta de los que nos gustó. Los tragos muy buenos. Para picar pedimos distintos platos y todos exquisitos. Destacan La excelente tortilla de papas , como la de poro, que... ;""Más",50
821,"La comida es riquísima, pero el precio es bastante elevado. Tienen diversos lugares para sentarse con vista al mar. Buena para ir con los amigos. La atencion es de primera y el local es bonito y moderno.",50
822,"Restaurante normal, servicio mediocre y comida buena pero no nada especial. Ubicación buena cerca del centro de Miraflores.",30
823,"Buena relación precio calidad, la atención muy buena, si bien es un restaurant de gaston acudió, acá se sirven comidas menos elaboradas que en astrid y gaston, pero igualmente es de excelente calidad. El lugar muy acogedor, los bombones de astrid exquisitos y los postres... ;""Más",40
824,"Unos aperitivos (chilcanos y sours) de primera. Imperdible el Chilcano de Hierba Luisa y el de aguaymanto. Los piqueos, suficiente para pasar una velada especial, satisfacen al gusto más exigente. Los tequeños de lomo saltado y los de ají de gallina son imperdibles. También Los... ;""Más",50
825,"Aunque es una cadena de comida peruana Tanta superó nuestras expectativas. Los buenos precios, la variedad, la calidad de los platos y el sello de Gastón Acurio hacen de este restaurante un lugar que merezca la pena. Muchos de sus platos no tienen nada que... ;""Más",40
826,"Otro restaurante de Gastón a precios más accesibles, la comida maravillosa y la atención excelente, hay en varios sitios y es muy buena alternativa. Recomiendo la entrada de causas; exquisita y el bar muy bien surtido. Volveremos.",50
827,"Buena opción de restaurante para desayunos, comidas y cenas. lo mejor lo delicioso de los jugos. Les sugiero el casanova...",40
828,"Apenas llegados a Lima hicimos allí nuestro primer almuerzo. Tiraditos dos cremas, Lomo saltado y el Gran combinado. Los platos todos muy buenos aunque se destacaron los tiraditos de crema rocoto y crema de ají amarillo, realmente una delicia!.
Fuimos muy bien atendidos y las... ;""Más",50
829,"Excelente restaurante, los montaditos son maravillosos. Tienen unos piqueos que sirven como plato fuerte. La carta es muy buena y el sabor ni hablar. 
Un pisco sour excelente. Buena barra aunque la carta de tragos no muestra todo lo que tienen. Magnífica atención. Es un... ;""Más",50
830,"Todos los Tanta son un lujo. Pero lo mejor de lo mejor son sus jugos insuperables y esos bombones inspirados por Astrid. Genial",50
831,"Muy buen restaurante. Ubicado mirando el mar, y en medio de un buen centro comercial. La atención muy rápida y amable. La comida variada en cuanto a tipos de comidas (pollo, mariscos, carnes roja, ensalada, etc).

Desde el picoteo hasta el postre, todo excelente. Comida... ;""Más",50
832,"Comida peruna muy bien tratada. Ambiente acogedor, limpio, amables y la comida muy muy buena. Todo.
Es una apuesta segura",50
833,"Tanta me encanta! El restaurant tiene su estilo propio, la atencion es buena,la comida recomendada! En especial el lomo saltado y el ají de gallina acompañados con su arroz blanco que me encanta! Y eso que casi nunca como arroz, los jugos tambien son muy... ;""Más",40
834,"Como chileno vi un tanta y entre de inmediato, con la sorpresa que aparentemente es un tipo de tanta express ya que la carta es mucho más corta que lo que acostumbro y además después de pedir me indican que 2 de los platos que... ;""Más",20
835,"Tanta te da la seguridad de comer en un lugar que no sólo te ofrece deliciosa comida sino también un excelente servicio y a precios accesibles. Su menú es extenso, y su cocina es muy buena. Desde un platillo fuerte hasta un sándwich aparentemente sencillo... ;""Más",50
836,"Este lugar es demasiado rico, tuvimos la oportunidad de visitar el de Arequipa y desayunamos allí, las mejores tostadas francesas que me he comido en mi vida, el pan es grueso y esponjosito, y por encima tienen una miel que forma una capa crujiente deliciosa!!... ;""Más",50
837,"Durante mi estadía en Perú por negocios, como Tanta se ubicaba cerca de mi hotel en Miraflores, he concurrido en varias oportunidades. Tiene una ambientación colorida y modernos y pertenece a una cadena muy conocida de Perú. Mi plato preferido es el ""ají de gallina"".... ;""Más",40
838,"Se come rico , especialmente las comidas criollas peruanas , los postres variados y riquísimos , los platos gourmet tam",40
839,"Un buen lugar para disfrutar cualquier momento.  Los jugos son deliciosos, la relación cantidad-calidad-precio son muy buenos y definitivamente es un lugar para asistir las veces que quieras si visitas Perú.",40
840,"Tanta siempre tiene excelente comida peruano, con un toque internacional. La sucursal Miraflores no es tan pintoresca como la de San Isidro, pero no es lo relevante. Es confiable para todo tipo de evento, incluso una ocasión laboral poco formal.",40
841,"El entorno es muy bonito junto al Pacífico, con una hermosa vista de un lado, y hacia el otro lado, el centro comercial, asi que se puede ir de compras, disfrutar el paisaje y sentarse a comer algo rico.
la comida es excelente. muy bueno... ;""Más",50
842,"La comida es excelente rica, el servicio también, solo que demoran en traerte los platos un poco, los postres son muy deliciosos",50
843,"me encanta l lugar....siempre encuentro algo q me gusta...humita. montaditos...vino....postres...crema..pastel de choclo...jugos...de todo!! atencion d primera",50
844,"La terraza es muy acogedora, el servicio muy atentomy la comida realmente muy sabrosa... Se echaba de menos disponer de mantel. El precio caro.",40
845,"Excelente la comida y la atención , cuenta con valet parking , lo cual es una ventaja en Lima , un poco ruidoso para conversar temas de trabajo",40
846,"Es uno de los restaurantes donde te llenas de altas espectativas, pero cuando vas a comer, es normal, la atención también es mas o menos, pero el diseño y el ambiente es agradable.",30
847,"Pese a que tiene una mayor popularidad este restaurante , la comida no destaca por su calidad y sabor",30
848,"El sabor de la comida es excelente, tienen muchas opciones ricas para pedir que es dificil de elegir una. Vale el precio por la calidad de la comida y la buena atención.",50
849,"Siempre me gusta volver a Tanta, se que la atención va a ser buena, aunque en el local de larcomar es un poco más lenta. Me gustan las ensaladas y los jugos.",50
850,"buena calidad a precio razonable, 18 euros, todo muy bueno, calidad y cantidad, excelente presentación sencilla y muy buen servicio, ideal para empezar con los sabores y cocina peruanas y en Lima.",40
851,"atención de primera, buena comida aunque no van tan acorde al precio. El lugar es muy agradable y acogedor.
los jugos son muy recomendables.",50
852,"La comida es irregular he probado muchos platos de su carta, tienen algunos muy buenos y otros nada especiales para el precio.
La atención es buena.",30
853,"Bastantes buenos los platos que he probado, aunque no escuche buenos comentarios, anteriormente, a mi me gustó !",40
854,"Estupenda comida mezcla platos locales con detalles propios, la atencion espectacular del mesero, muy buenos los cariñositos (jugo de varias frutas)",50
855,"No es gran cosa, el sabor y la porción de comida no justifica el precio que cobran por cada plato, eso sí! Tiene una vista panorámica al mar, linda! Tienen pocos baños (al menos yo vine uno solo para mujeres y tenían que hacer cola)",30
856,"Sólo he ido una vez y este restaurante tiene un ambiente agradable. Los platillos son variados pero tanta innovación terminó cambiando los sabores tradicionales de los platos típicos limeños.",40
857,"Si no quiere arriesgarse Tanta nunca lo va a defraudar. Comida peruana deliciosa y un excelente servicio son la constante. Vaya sin miedo y con hambre.",50
858,"Me encanta las opciones que tiene Tanta, soy vegetariana y no como anticuchos pero el choclo anticuchado es lo máximo, las ensaladas geniales.",50
859,"Visita en una tarde fria para un cafe caliente y un postre en larcomar, muy buena antecion, en caso de grupos grandes realizar reserva previa.",40
860,"Se puede comer rico acompañando el almuerzo  o cena con un traguito.  Ya sea a la hora del almuerzo o cena, es una muy buena opción.",40
861,"He decaído notablemente, es una pena que este de bajada, el servicio malo, y los sándwich pésimos, sin gracia con mal pan, malos ingredientes, realmente deja mucho que desear, las porciones reducidas, el pastel de choclo casi casi tiene tamaño de brownie, esto en Larcomar,... ;""Más",20
862,"Una experiencia agradable, buena comida y precio un poco elevado.
Probamos un lomo Saltado y un Rissoto, en la cual en segundo se llevo el premio.
En bebidas algo flojos.",30
863,"Tuve la ocasión d ir con mi pareja y disfrutamos de unos exquisitos tragos.Muy buenos los barman y la atención muy buena en un grato ambiente!!",40
864,"Tiene una buena ubicación en el Larcomar, pero mi experiencia fué mala, ya que pedimos pastas y y les faltaba cocción. Le pedí al encargado y se llevó el plato para cambiarlo. Cuando el mozo trajo el nuevo plato nuevamente les faltaba cocción. Ya no... ;""Más",20
865,"mirando un poco la carta y siendo vegetariana hay varias opciones.
Lo elegiría como opción para un almuerzo o un lugar para ir con amigos mas informal y relajado.
Comí una ensalada muy completa con quinoa, porotos negros, palta, cebolla, tomate, choclo, etc que esta... ;""Más",40
866,"Fui a Lima a visitar a unos amigos y me llevaron a comer ahi para mostrarme la comida típica peruana. Excelente la comida! Es caro pero nada excesivo.",50
867,"El restaurante es bonito, iluminado bien ubicado.

La carta creo que es algo pequeña y aunque se encuentran varios platos de comida típica, no tienen ese sabor que sobresale en otros restaurantes. Los precios no son tan altos",30
868,"La comida esta rica, tienen en el.menu los platos emblematicos del Peru...me.gustan mucho los platos de temporada, como el.rocoto.rellleno...",40
869,"El ambiente bueno, y la comida muy rica recomiendo la causa, tacu tacu y lomo saltado. Los jugos también son deliciosos y los mozos muy atentos.",40
870,"Es parte de la cadena de Gastón Acudio. Es un buen menú, pero en sí el restaurante no está cuidado en los detalles (los ""menú"" están en mal estado, es ruidoso y por momento parece que estás en un VIPS). 

La comida es buena y... ;""Más",30
871,"Me encantó el lugar, comida gourmet, buenas bebidas, buen ambiente. Lástima que no tenían mesas con vista al mar para 7 personas, pues íbamos un grupo internacional de amigas",50
872,"Todas las comidas que probé me gustaron tienen un toque criollo delicioso, sus ensaladas muy buenas sus mates la primera vez lo sentí concentrado,  las últimas veces algo ralos, por lo demás la comida es muy buena",40
873,"Un muy buen lugar el tanta, llegamos sin planificar un día a la hora de almuerzo y nos sorprendimos gratamente con lo rico que es. Muy rica comida típica peruana, unas excelentes papas a la huancaína, un muy buen ceviche y una ensalada de atún... ;""Más",40
874,"Excelente ubicaciones de la cadena Tanta, muy céntricos y el servicio es de lo mejor, fui acompañada de mi familia y la experiencia fue muy grata.
El personal super amable, apenas entramos al local nos atendieron como reyes, a mis hijas les dieron dibujos y... ;""Más",50
875,"Los huevos con yuca es una versión muy peruana de desayuno, buen café un poco quemado. La atención puede mejorar.",50
876,"He almorzado aqui con un tío que vino del extranjero y sirvieron buenos platos, el tacu tacu a lo pobre lo recomiendo!",40
877,"Muy buen restaurante para comer comida peruana gourmet. Tiene la sazón de casa, todos los platos típicos peruanos para poder conocerlos. Los precios varían desde 30 soles a más. Super recomendable para extranjeros",40
878,"Excelente restaurante variado y de gran sabor, los postres ni que decir muy buena variedad y sabor para redondear un almuerzo familiar o de negocios.",50
879,"Todos los platos son buenasos, pidas lo que pidas te va a encantar. Trata de no ir cuando haya mucha gente porque puede demorar pero vale la pena esperar.",40
880,"La comida está muy buena. Cambiaron la carta y ahora es más pequeña, pero el lomo saltado sigue estando y es el mejor que he comido.",40
